股票代码,股票简称,最新公告日期,每股收益(元),营业总收入(元),净利润(元),净资产收益率(%),同比增长(%),同比增长(%),每股净资产(元),每股经营现金流量(元),销售毛利率(%),季度环比增长(%),季度环比增长(%),利润分配,所处行业
600316,洪都航空,2023-04-29 00:00:00,-0.0126,137107858.08,-9070047.02,-0.17,-81.0598081338,-298.09,7.375952253341,-0.596716785004,3.1909745154,-96.9625,-107.2468,None,航天航空
600318,新力金融,2023-04-15 00:00:00,0.0203,79456767.8,10414665.23,1.02,-9.9797831134,353.71,1.993269940618,0.02471498273,80.2648312734,25.1786,107.6472,None,多元金融
600319,亚星化学,2023-04-20 00:00:00,-0.05,204381878.99,-18674308.94,-2.97,32.2493244699,-394.0038448704,1.596755576801,-0.063789819748,3.2951900987,-11.1993,-140.2879,None,化学原料
600320,振华重工,2023-04-29 00:00:00,0.024,6019689227,129537269,0.85,26.1875850694,747.09,2.806308115466,-0.175318395173,14.3175348843,-46.3125,-57.4741,None,专用设备
600321,正源股份,2023-04-28 00:00:00,0.0101,344260636.38,15216056.13,0.95,179.7438743507,144.1252760301,1.061939037622,0.055630439231,12.5438813406,56.4144,117.8735,None,装修建材
600322,天房发展,2023-04-29 00:00:00,-0.1271,1716624897.57,-140510856.16,-113.42,841.6130880939,32.88,0.048502251569,0.20663722772,10.9495097948,374.2407,59.0962,None,房地产开发
600323,瀚蓝环境,2023-04-28 00:00:00,0.38,2802039482.45,310134498.68,2.81,2.7538565714,94.94,13.715416647733,-0.235011477651,25.1593194495,-14.1925,11.3025,None,环保行业
600325,华发股份,2023-04-28 00:00:00,0.24,11958336526.39,539673774.77,2.93,43.2547457901,-24.55,8.343811240122,5.182270643299,17.122030035,-54.672,15.7189,None,房地产开发
600326,西藏天路,2023-04-29 00:00:00,-0.0918,531887840.98,-84550262.91,-2.2,-23.4105673786,-49.7836292121,4.02762992193,-0.000774734421,4.7805325843,-49.7454,70.2356,None,水泥建材
600327,大东方,2023-04-28 00:00:00,0.029,909421991.74,25748899.42,0.79,5.9608843968,-55.03,3.658644115471,0.228351685487,19.3422392319,14.7008,1057.6743,None,医疗服务
600328,中盐化工,2023-04-28 00:00:00,0.4478,4723402742.81,507207166.2,4.37,1.6956231218,-16.28,10.345576826476,0.207067884829,28.4818863612,17.3295,405.2325,None,化学原料
600329,达仁堂,2023-04-29 00:00:00,0.52,2154405776.85,400788396.53,5.97,14.0322984003,100.79,8.927897017466,0.241732843439,48.7797375157,-19.7984,201.7231,None,中药
600330,天通股份,2023-04-26 00:00:00,0.07,907172069.63,86860257.09,1.1,-5.8922053932,-20.75,6.459873821463,0.02247866887,22.6993833214,-17.5007,411.7526,None,非金属材料
600331,宏达股份,2023-04-29 00:00:00,0.0045,837128049.28,9045139.61,2.16,12.0887371119,-72.23,0.208492051506,-0.036966279518,10.8598560015,-9.4706,125.4126,None,有色金属
600332,白云山,2023-04-28 00:00:00,1.174,21628521022.04,1908600460.68,5.78,5.3071635246,5.7,20.893119772824,-1.746154524403,23.2801624068,35.3285,287.8044,None,中药
600333,长春燃气,2023-04-29 00:00:00,-0.09,657409237.42,-54582126.23,-2.74,-1.376803235,-367.6170247493,3.224578389091,-0.160064861543,8.7453577251,1.2098,-344.1274,None,燃气
600335,国机汽车,2023-04-26 00:00:00,0.0658,10216614711.12,98458783.06,0.87,15.6516094775,1296.32,7.58362677592,0.967703991962,6.2221761987,-11.1973,38.04,None,汽车服务
600336,澳柯玛,2023-04-29 00:00:00,0.038,2484717292.35,30336536.05,1.21,12.2038665983,-19.64,3.156851450289,-0.137480619284,13.6453108188,7.8585,624.5793,None,家电行业
600337,美克家居,2023-04-29 00:00:00,-0.03,1116726929.07,-49027837.31,-1.19,11.2221241431,50.13,2.745591709056,-0.009323116632,46.8003387108,-3.6841,22.2382,None,装修建材
600338,西藏珠峰,2023-04-29 00:00:00,0.0048,503165872.67,4367126.59,0.13,-3.4154861872,-94.64,3.718993854267,0.317012172752,55.486602684,15.162,103.0758,None,有色金属
600339,中油工程,2023-04-28 00:00:00,0.0372,14988936344.96,207452959.55,0.81,-14.2317919017,32.8,4.599853406331,-1.662533336268,9.5795951273,-42.6785,229.7839,None,采掘行业
600340,华夏幸福,2023-04-29 00:00:00,0.19,5875613598.41,738159911.41,7.2,40.4854890859,-73.4,2.862699756442,0.042384602327,13.7292587181,-41.0156,-76.5102,None,房地产开发
600343,航天动力,2023-04-29 00:00:00,-0.0191,146717501.35,-12201989.54,-0.6577,-37.6712267485,-9.7860165683,2.898185000645,-0.092279776869,25.3628556836,-62.6664,46.4439,None,专用设备
600345,长江通信,2023-04-29 00:00:00,0.15,32185382.95,29090766.99,1.31,-1.907555665,28.36,11.224070475101,-0.142264194747,8.7398384054,-47.1914,-48.9363,None,通信设备
600346,恒力石化,2023-04-28 00:00:00,0.14,56154078279.9,1019697867.45,1.91,5.1455285746,-75.85,7.653938127194,1.693643478672,9.2613288,8.0243,127.0593,None,化纤行业
600348,华阳股份,2023-04-28 00:00:00,0.72,8379217465.19,1726969796.75,6.54,-9.2678774241,32.58,11.397786920495,0.437498804212,42.6391883635,-3.4536,-16.4305,None,煤炭行业
600350,山东高速,2023-04-28 00:00:00,0.143,4420702472.64,810493602.27,2.3,24.2666327092,12.95,6.266779318968,0.243163981764,37.8562510856,-30.9006,40.3573,None,铁路公路
600351,亚宝药业,2023-04-26 00:00:00,0.1395,800499169.06,107419836.15,3.55,15.2965867313,50.47,3.996439005275,0.122630100584,58.6786129199,7.385,4998.3126,None,中药
600352,浙江龙盛,2023-04-28 00:00:00,0.1089,3748527750.79,343678131.76,1.06,-16.8009133669,-26.81,9.955259053686,0.467412524417,26.7342341232,-51.9628,-73.1065,None,化学制品
600353,旭光电子,2023-04-28 00:00:00,0.0308,255978473.9,18224735.44,1.09,11.5505595395,71.07,2.830950399298,-0.155573878531,26.3330607387,-23.7034,-59.7568,None,电子元件
600354,敦煌种业,2023-04-29 00:00:00,0.0468,351206675.36,24680371.34,3.78,70.2686589423,208.42,1.259839303172,0.059506416193,35.7921242986,-41.6229,-54.8873,None,农牧饲渔
600355,精伦电子,2023-04-29 00:00:00,-0.02,26363134.29,-12017521.72,-5.7,-41.8511861659,-59.791700025,0.418455991658,0.025305449642,18.6572224907,-46.3134,-37.3011,None,通信设备
600356,恒丰纸业,2023-04-29 00:00:00,0.08,633857946.72,25133305.27,1.04,15.97965749,11.06,8.121202528346,-0.083431389052,14.4151246116,-17.5332,-26.6424,None,造纸印刷
600358,国旅联合,2023-04-29 00:00:00,-0.0023,127584695.24,-1139945.67,-0.62,-21.523610847,-113.68,0.363121401781,0.079095722105,9.079204052,11.4411,-137.0543,None,文化传媒
600359,新农开发,2023-04-28 00:00:00,0.13,182011195.34,48066165.8,7.85,-0.8137545636,2.67,1.630998460392,0.077848531276,43.0347902906,191.7019,723.8015,None,农牧饲渔
600360,华微电子,2023-04-28 00:00:00,0.01,413190645.22,5214403.12,0.16,-25.8196734707,-79.7,3.382592115914,0.009489083818,22.9006603307,-1.1313,-75.0561,None,半导体
600361,创新新材,2023-04-27 00:00:00,0.0664,16495569072.09,265789556.2,3.299,3.7633370075,-31.32,2.046411871662,-0.031600751925,3.3614203983,-74.147,-78.869,None,商业百货
600362,江西铜业,2023-04-25 00:00:00,0.51,127733316672,1755051995,2.33,4.5673807386,19.1,22.221378805082,-1.156448142098,2.5625069561,14.2726,38.6865,None,有色金属
600363,联创光电,2023-04-28 00:00:00,0.2073,789247442.36,94389635.96,2.63,-34.9184277733,50.32,8.27604641429,-0.3800070248,16.9477893802,134.3836,25787.0058,None,光学光电子
600365,ST通葡,2023-04-29 00:00:00,-0.02,226071582.65,-9031593.2,-2.72,-5.3195010551,-126.59,0.779379395134,-0.13646302111,16.8299138061,-30.0059,67.3719,None,酿酒行业
600366,宁波韵升,2023-04-29 00:00:00,0.0175,1430065231.52,18925598.55,0.31,19.0453574829,-74.38,5.538770464462,-0.015490394815,10.1663596419,1.6157,-22.128,None,小金属
600367,红星发展,2023-04-28 00:00:00,-0.02,479883071.21,-6414060.22,-0.37,-30.726220002,-107.06,5.90008903036,0.027690669719,10.2279205591,-52.394,-14.8124,None,化学原料
600368,五洲交通,2023-04-21 00:00:00,0.1759,367125289.54,198033120.33,3.41,8.5849039398,9.85,5.241862066575,0.320912996635,62.8984593024,-36.6784,61.4598,None,铁路公路
600369,西南证券,2023-04-29 00:00:00,0.03,737720653.27,225544309.69,0.9,1795.848387235,275.665504402,3.794027410207,-0.09644841907,None,24.6309,172.7192,None,证券
600370,三房巷,2023-04-29 00:00:00,0.0262,4952206483.41,101976815.38,1.44,-7.1426807663,-73.59,1.758053892081,-0.094619165157,1.9702018802,-21.2294,77.4804,None,化学制品
600371,万向德农,2023-04-25 00:00:00,0.118,85440752.59,34527980.25,5.85,15.2350394402,-17.47,2.076546930015,-0.044192279836,32.6857979517,38.882,106.1224,None,农牧饲渔
600372,中航电子,2023-04-29 00:00:00,0.1099,2466706342.71,210791017.44,1.71,5.1510986595,4.68,6.474207187935,-0.507943995925,30.6490014936,-24.9308,19.175,None,航天航空
600373,中文传媒,2023-04-28 00:00:00,0.32,2491320073.73,427955022.54,2.42,-3.862058174,10.6,13.219685852027,-0.560440973743,36.1745502255,-1.783,-40.6342,None,文化传媒
600375,汉马科技,2023-04-29 00:00:00,-0.07,613570357.3,-45938803.79,-30.97,-33.3194289932,71.7150316223,0.193130095594,-0.349134319563,-6.5506132201,-43.322,87.5204,None,工程机械
600376,首开股份,2023-04-29 00:00:00,-0.3786,3635164488.61,-944701212.22,-4.03,54.9145442039,-146.0051173348,9.207665208524,0.564786129631,14.1028985898,-87.261,-968.833,None,房地产开发
600377,宁沪高速,2023-04-29 00:00:00,0.2436,3629503688.1,1227071673.5,3.77,32.9481857692,46.13,6.570484092948,0.322221232336,46.2404211973,-3.7473,99.4984,None,铁路公路
600378,昊华科技,2023-04-29 00:00:00,0.2521,2057715959.56,227820566.77,2.74,11.0097563562,2.37,9.266108615395,-0.054570086357,23.2843954723,-23.0577,-44.2872,None,化学制品
600379,宝光股份,2023-04-22 00:00:00,0.0282,360197624.65,9321096.19,1.6647,33.6537835936,38.04,1.996760396477,-0.329270201852,14.4010140518,8.9342,-47.0863,None,电网设备
600380,健康元,2023-04-25 00:00:00,0.2404,4559049786.82,462746183.03,3.49,-2.1105110939,0.48,6.927816684149,0.128595333384,62.4161637372,10.3676,23.0597,None,化学制药
600381,青海春天,2023-04-29 00:00:00,-0.0489,56346354.72,-28718503.69,-1.89,-25.0927962581,-21.8514661008,2.562278421391,-0.047162462359,65.2405838544,78.6951,86.4628,None,食品饮料
600382,ST广珠,2023-04-27 00:00:00,0.1,170910413.15,77538199.65,2.1,-14.6542945724,32.37,4.736919601424,-0.026115140799,74.4035321993,-29.4644,676.2039,None,钢铁行业
600383,金地集团,2023-04-29 00:00:00,0.11,14359050556.44,507785464.16,0.78,7.5231739963,-18.89,14.474585036232,-1.012466720162,17.4970045203,-78.6108,-81.6741,None,房地产开发
600386,北巴传媒,2023-04-28 00:00:00,-0.01,1055353909.19,-7132558.65,-0.39,16.5360861653,-199.33,2.269444516716,-0.018535890861,16.0868542203,23.1157,-114.1227,None,汽车服务
600387,ST海越,2023-04-29 00:00:00,0.04,618494686.88,16790635.6,0.54,-53.2669481481,-1.81,6.685908183184,-0.418426773087,8.5980391535,-59.9107,216.9427,None,石油行业
600388,ST龙净,2023-04-21 00:00:00,0.17,2417982327.67,184902099.85,2.46,24.3934000279,4,6.854690572724,-0.181092648643,21.6189873668,-45.076,9.9279,None,环保行业
600389,江山股份,2023-04-18 00:00:00,0.4163,1352672296.69,123637564.73,3.66,-50.2525641687,-80.86,11.340755344698,0.317040449118,18.4891182744,8.2777,-20.5388,None,农药兽药
600390,五矿资本,2023-04-27 00:00:00,0.19,2346162820.06,953517471.23,2.11,-18.37,34.91,9.218029260974,-0.507847640367,-1.5130136551,10.2264,78.6513,None,多元金融
600391,航发科技,2023-04-29 00:00:00,-0.03,741403333.46,-10827360.13,-0.71,-1.2704660231,56.0408002185,4.671469590707,-0.902862769582,13.3566994429,-50.3271,-123.7424,None,航天航空
600392,盛和资源,2023-04-29 00:00:00,0.0441,4803402692.53,77378294.8,0.83,10.6679644549,-89.14,5.483274421354,-0.085622303187,12.6234340034,23.8275,-28.526,None,小金属
600393,ST粤泰,2023-04-29 00:00:00,-0.037,168704203.02,-93973666.72,-3.3,-3.6070293075,-30.52,1.10494530328,0.005207128363,20.3648766747,-1.2462,85.7308,None,房地产开发
600395,盘江股份,2023-04-20 00:00:00,0.163,2862826802.52,350468143.57,2.997,-0.1796046001,-26.89,5.6343471837,0.280123570178,29.0404493408,2.7242,-34.5845,None,煤炭行业
600396,*ST金山,2023-04-21 00:00:00,-0.172,2026773048.34,-253342397.75,None,-7.2124690073,46.98,-1.3850007359,-0.471033968759,-2.092995776,-2.5381,64.8196,None,电力行业
600397,安源煤业,2023-04-26 00:00:00,0.0575,1666821024.36,56875065.47,9.27,-15.8872090753,136.302961643,0.652948321637,0.074465135851,11.9565030881,-15.8987,-48.2724,None,煤炭行业
600398,海澜之家,2023-04-28 00:00:00,0.19,5681754432.7,803193249.37,5.35,9.0195647079,11.07,3.439358027563,0.332743195028,44.5793234189,16.2725,97.8971,None,纺织服装
600399,抚顺特钢,2023-04-28 00:00:00,0.0305,2008580081.26,60222965.85,0.99,10.2361871793,-29.49,3.100580117712,-0.34835877168,11.0159922731,-3.3131,158.7434,None,钢铁行业
600400,红豆股份,2023-04-27 00:00:00,0.01,655097822.68,31457747.04,1.05,1.7869935884,5.25,1.316139257453,0.003205706682,37.2715132606,-2.8319,200.6813,None,纺织服装
600403,大有能源,2023-04-26 00:00:00,0.1316,2003737562.8,314656171.9,3.8791,-13.2464629647,30.57,3.463989643295,0.195284902144,42.5478002887,7.2156,70.3117,None,煤炭行业
600405,动力源,2023-04-28 00:00:00,-0.083,171544365.07,-46009108.71,-5.28,-33.8445422731,-140.3228933241,1.509169932442,0.008242958632,26.2183464969,-56.437,-113.8855,None,电源设备
600406,国电南瑞,2023-04-28 00:00:00,0.08,6195037934.49,525713864.41,1.23,7.6500752899,38.68,6.440590355666,-0.302919522323,27.1086143065,-70.7956,-81.1621,None,电网设备
600408,安泰集团,2023-04-22 00:00:00,-0.12,2638766862.04,-123146471.26,-5.01,-18.2586500776,-341.12,2.382074057986,0.121579706138,-1.9221860245,3.7923,47.2571,None,煤炭行业
600409,三友化工,2023-04-28 00:00:00,-0.0471,5458613209.57,-97317622.44,-0.74,-7.0364393279,-140.49,6.386742371527,0.026506588888,15.4985495715,-1.9284,-353.6609,None,化学原料
600410,华胜天成,2023-04-28 00:00:00,0.056,937406921.63,61368462.66,1.36,12.3058355181,154.7773046629,4.139175326991,0.270833010104,13.5690011301,-37.9694,264.7783,None,互联网服务
600415,小商品城,2023-04-12 00:00:00,0.22,2120334936.46,1222157366.22,7.69,32.6896266686,81.8,3.014630024975,-0.056603642779,31.0315112733,63.1986,337.2394,None,商业百货
600416,湘电股份,2023-04-29 00:00:00,0.08,1151247697.9,102204806.26,1.46,10.0881669643,103.67,5.307828714014,-0.046058697994,18.4730608077,14.5117,54.3921,None,风电设备
600418,江淮汽车,2023-04-29 00:00:00,0.07,10785585808.12,148002787.32,1.08,10.2591366134,151.0003588942,6.308385512581,0.825902014951,11.568808808,20.1523,118.5284,None,汽车整车
600419,天润乳业,2023-04-21 00:00:00,0.17,631264265.05,54979469.2,2.35,16.2584918429,55.58,7.38286520808,0.184379257231,20.0517928114,13.0666,29.0399,None,食品饮料
600420,国药现代,2023-04-26 00:00:00,0.1529,3417169160.61,179223645.37,1.72,5.3309348527,130.87,8.723007145102,0.229983318524,40.5090597564,5.463,-11.0211,None,化学制药
600421,华嵘控股,2023-04-29 00:00:00,-0.009,26204510.04,-1667971.77,-8.28,48.3405837383,19.9097699144,0.098651941462,-0.012219044888,14.8900911486,-43.1224,-23.4292,None,通用设备
600422,昆药集团,2023-04-28 00:00:00,0.17,1910049890.78,131027307.13,2.6,-19.1901222904,14.47,6.745493257575,-0.734558463931,44.1606915962,-8.5811,1147.8086,None,中药
600423,柳化股份,2023-04-19 00:00:00,0.003,29435798.46,2020023.05,0.46,-11.3110357655,-39.39,0.548695592039,0.015472245297,2.1766566002,-15.7447,-75.3533,None,化学原料
600425,青松建化,2023-04-29 00:00:00,0.0046,620082960.02,7082993.75,0.124,21.3306387286,181.57,3.701384172125,-0.024351179161,12.6212034479,60.4216,-58.0926,None,水泥建材
600426,华鲁恒升,2023-04-26 00:00:00,0.368,6053331079.78,781651348.05,2.86,-25.4097783939,-67.82,13.066636482691,0.376959957005,20.1822839679,-16.3501,3.5172,None,化学原料
600428,中远海特,2023-04-28 00:00:00,0.181,2972585565.06,388808132.13,3.58,6.0956151358,23.07,5.140380153815,0.253270390575,21.8797766051,-0.3958,662.6188,None,航运港口
600429,三元股份,2023-04-27 00:00:00,0.0275,2167953044.95,41756090.07,0.8372,0.5486456081,0.38,3.301260639725,-0.116888616746,24.0930044226,27.4808,158.5851,None,食品饮料
600433,冠豪高新,2023-04-19 00:00:00,0.0043,1625328301.03,7937834.84,0.6,-5.4033106485,-79.24,2.869000696228,-0.316062290347,10.0009053492,-26.0176,-94.1343,None,造纸印刷
600435,北方导航,2023-04-21 00:00:00,0.0164,584131782.24,24551816.54,0.97,1.5159597233,-30.53,1.726620497737,0.007335227423,27.3614099522,-41.5105,-19.5481,None,通信设备
600436,片仔癀,2023-04-15 00:00:00,1.28,2629517630.49,769681318.05,6.57,11.9828674637,11.66,20.075793180639,1.051559531444,48.2989276761,26.5267,83.3206,None,中药
600438,通威股份,2023-04-25 00:00:00,1.9108,33244592718.88,8601459571.72,13.21,34.6742418482,65.59,14.975540455798,0.498777651827,43.1455425177,-17.5856,115.2492,None,光伏设备
600439,瑞贝卡,2023-04-28 00:00:00,0.0035,302419822.96,3956849.18,0.14,-5.9718693293,-69.03,2.486282280044,0.047114098597,29.7512305342,-22.6664,200.8623,None,家用轻工
600444,国机通用,2023-04-26 00:00:00,0.066,128697490.99,9713108.01,1.46,-32.0597761768,5.77,4.577518150013,-0.1877506604,15.0771129575,-54.6408,12.9576,None,专用设备
600446,金证股份,2023-04-26 00:00:00,-0.0621,1263639604.34,-58471586.85,-1.58,2.8377005121,-51.9691626161,3.901150332227,-0.262515176956,15.9285488037,-40.158,-144.4991,None,互联网服务
600448,华纺股份,2023-05-09 00:00:00,0.002,636399707.18,1108326.78,0.1,-23.2666401864,-27.41,2.006966583063,0.182143206113,11.4041875226,1.2798,101.2468,None,纺织服装
600449,宁夏建材,2023-04-29 00:00:00,0.01,1140007215.15,6462680.17,0.09,16.1603326614,-56.08,14.739354146562,-0.974164834038,4.6191618536,-47.8801,109.3513,None,水泥建材
600452,涪陵电力,2023-04-28 00:00:00,0.13,826313099.91,115514538.03,2.47,-2.4292520935,-38.48,5.171432638099,0.215602204357,17.62564303,0.5258,1518.7142,None,电力行业
600455,博通股份,2023-04-21 00:00:00,0.0075,63493098.2,469750.43,0.1951,8.945016758,-23.45,3.859604563707,-0.68679508998,38.3541849278,1.6627,-93.2813,None,教育
600456,宝钛股份,2023-04-26 00:00:00,0.2862,1874790592.72,136758159.41,2.18,18.3875688745,-29.31,13.25124882298,-0.031365369878,18.5404664019,22.077,186.4823,None,小金属
600458,时代新材,2023-04-26 00:00:00,0.13,4014133557.96,108351036.93,1.94,5.615123097,40.47,7.038969699858,-0.83427597646,14.3346409643,-10.5017,-27.1877,None,风电设备
600459,贵研铂业,2023-04-26 00:00:00,0.21,10085586771.03,157724122.39,2.61,11.4624750817,-14.83,8.049093024589,-0.766240663014,3.4783578068,-15.7715,92.7217,None,小金属
600460,士兰微,2023-04-29 00:00:00,0.15,2066205134.62,213594470.2,2.82,3.2544559249,-20.43,5.495178482664,-0.166244456806,26.1725924149,1.3959,-23.1752,None,半导体
600461,洪城环境,2023-04-26 00:00:00,0.27,2069967027.57,291073305.18,4.01,2.3626100174,9.05,6.531799684427,0.288246834442,27.1740439397,-12.4228,59.7341,None,公用事业
600462,ST九有,2023-04-28 00:00:00,-0.0167,39977325.59,-9753678.46,-32.11,-11.9907434759,42.1514860519,0.047900385331,0.014416546007,19.9460894452,-60.3535,66.6521,None,通信设备
600463,空港股份,2023-04-29 00:00:00,-0.13,128412269.43,-40345374.97,-3.46,-26.8578018226,-688.13,3.824741563233,-0.060318981633,-6.2828522507,30.7797,33.6349,None,房地产开发
600466,*ST蓝光,2023-04-28 00:00:00,-0.2215,4503975846.82,-672098240.69,None,-36.4097682733,-131.9507819433,-8.080321522786,-0.017504203862,7.156377661,1.2756,94.9347,None,房地产开发
600467,好当家,2023-04-29 00:00:00,0.005,242848765.34,7531125.75,0.22,6.6375930592,-15.54,2.301002633998,0.015249644129,25.4996841566,0.6396,-12.3941,None,农牧饲渔
600468,百利电气,2023-04-28 00:00:00,0.0268,500151183.76,29107408.58,1.47,-3.5196255337,6.02,1.834765926655,-0.058863880674,23.4953535422,3.4971,27.2212,None,电网设备
600469,风神股份,2023-04-29 00:00:00,0.07,1270988865.08,51000849.58,1.72,20.7121046146,223.6239253295,4.098695248443,0.137183403158,17.7920721442,2.0434,141.0797,None,橡胶制品
600470,六国化工,2023-04-29 00:00:00,0.03,1511436473.03,14692971.46,0.81,-7.4247055282,-77.95,3.484895062979,-0.620092583608,10.6303317908,5.6566,393.231,None,化肥行业
600475,华光环能,2023-04-26 00:00:00,0.234,2206009103.61,220870337.83,2.8,12.0511794973,6.58,8.487716491276,-0.076638104511,19.7974460806,-20.9749,-4.569,None,电源设备
600476,湘邮科技,2023-04-29 00:00:00,-0.015,97277460.51,-2396838.52,-0.005,30.861092323,83.1688472256,0.767909606382,-0.141424486683,16.0845683758,-45.6414,73.0264,None,互联网服务
600477,杭萧钢构,2023-04-28 00:00:00,0.027,1974880691.79,63740158.02,1.25,-4.0068819631,19.84,2.17004263412,-0.112173340303,18.3801980241,-24.1342,66.7905,None,水泥建材
600478,科力远,2023-04-29 00:00:00,0.018,888328633.01,29337665.99,1.06,64.1689606492,-7.09,1.691507934021,-0.154042762737,10.2057095214,-40.5246,194.2675,None,电子元件
600479,千金药业,2023-04-29 00:00:00,0.1021,960198380.73,43906688.63,1.96,0.7761177178,9.83,5.266317033222,-0.451373086996,44.2999046527,-15.1278,-62.2946,None,中药
600480,凌云股份,2023-04-25 00:00:00,0.09,3963353477.23,84133582.41,1.33,-4.5202145382,-8.03,6.961700329147,-0.259972330868,15.295903281,-14.8016,-31.0317,None,汽车零部件
600481,双良节能,2023-04-28 00:00:00,0.2696,5463075775.8,501668472.53,7.09,215.0187325789,315.06,3.925027720035,-0.321937456372,14.6640003871,-4.673,298.998,None,通用设备
600482,中国动力,2023-04-28 00:00:00,0.016,9162271960.3,33863468.28,0.1,24.2883991164,-54.24,16.430589420304,0.119537154974,10.6290834079,-25.5651,-18.0172,None,船舶制造
600483,福能股份,2023-04-26 00:00:00,0.28,3071746485.01,532464928.17,2.66,21.2074841115,-17.26,10.393920372308,0.423209268669,24.5006062607,-40.0972,-45.8964,None,电力行业
600486,扬农化工,2023-04-25 00:00:00,2.434,4500001753.05,754275388.01,8.46,-14.5749592851,-16.59,29.986946573419,4.908299798037,27.4913736698,66.1449,383.8783,None,农药兽药
600487,亨通光电,2023-04-26 00:00:00,0.1602,10866810879.68,395053122.56,1.66,16.2026666136,14.82,9.648367307348,-0.110704936019,15.8305911147,-7.9981,140.9599,None,通信设备
600488,津药药业,2023-04-28 00:00:00,0.062,990540207.94,67479421.9,2.24,11.3291202919,199.3,2.77509970613,0.166514228759,54.5402315685,1.3718,518.4411,None,化学制药
600489,中金黄金,2023-04-27 00:00:00,0.12,13347436207.09,594797229.66,2.27,-2.0665109232,20.39,5.460516492536,-0.066751666633,12.3344630045,-22.0134,48.4428,None,贵金属
600490,鹏欣资源,2023-04-29 00:00:00,0.0096,2005783226.29,21227892.22,0.35,64.7908320426,-67.45,2.712261852865,0.023239594328,4.0221717742,-7.0455,106.9916,None,有色金属
600491,龙元建设,2023-04-27 00:00:00,0.05,3281928934.33,82576458.83,0.62,-33.2410414868,-51.57,8.08771593346,0.053670635927,19.9452885385,24.5121,114.039,None,工程建设
600493,凤竹纺织,2023-04-18 00:00:00,-0.0218,214161290.21,-5928290.33,-0.706,-19.0105221396,-226.1,3.076260618051,-0.068190537831,5.1775837263,1.5982,-292.3176,None,纺织服装
600495,晋西车轴,2023-04-26 00:00:00,-0.01,168077927.33,-17174748.84,-0.53,34.3816686996,48.8307780527,2.670415544601,-0.117663002922,9.9543038195,-59.0174,-288.1183,None,交运设备
600496,精工钢构,2023-04-28 00:00:00,0.0896,3721078869.51,180291003.39,2.22,0.2346920801,0.71,4.006146436935,-0.097167131701,14.0463189502,-18.3894,246.1492,None,水泥建材
600497,驰宏锌锗,2023-04-21 00:00:00,0.114,5787614493.61,580468012.35,3.82,6.1865584657,5.86,3.042339415589,0.245117692859,16.1585541553,2.7884,177.2384,None,有色金属
600498,烽火通信,2023-04-29 00:00:00,0.03,5016250752.68,37390370.18,0.31,10.078063918,39.58,9.643967971962,-2.732445699093,23.5937826702,-46.579,-64.1234,None,通信设备
600499,科达制造,2023-04-26 00:00:00,0.21,2491128102.49,402405058.79,3.51,-2.02223688,-55.35,5.93316248381,-0.248670889832,32.2151950949,-5.0801,-38.0736,None,专用设备
600500,中化国际,2023-04-28 00:00:00,0.03,14766193731.95,112963352.98,0.6,-21.6383897747,-71.33,5.036814080384,0.03830850029,7.8069227963,-31.352,445.1708,None,化学制品
600501,航天晨光,2023-04-29 00:00:00,-0.03,515671726.39,-12150558.12,-0.54,0.8557383506,-12.1494443819,5.188655217761,-1.247357705811,19.6588568176,-67.4706,-138.1638,None,专用设备
600502,安徽建工,2023-04-28 00:00:00,0.2,16165293896.12,347596110.72,2.61,11.2531526781,11.35,5.36521037654,-0.911543623066,10.8391106452,-38.3129,-22.8806,None,工程建设
600503,华丽家族,2023-04-29 00:00:00,-0.0078,10456795.39,-12467489.57,-0.34,53.817522742,-119.22,2.31061220251,-0.078701198179,64.8985727166,-84.4614,-308.5466,None,房地产开发
600505,西昌电力,2023-04-28 00:00:00,-0.0958,326415428.97,-34930149.74,-2.7935,19.7397495153,-65.99,3.384667276732,0.065721041755,7.0932054661,-19.4588,-563.2154,None,电力行业
600506,统一股份,2023-04-29 00:00:00,0.0012,684119457.68,232903.01,0.05,1.8415437963,102.8587935186,2.347390373441,0.332142363471,17.0921904979,82.5465,-95.6827,None,农牧饲渔
600507,方大特钢,2023-04-28 00:00:00,0.05,4175133578.75,107509085.57,1.26,-20.202903223,-80.14,3.673717166003,-0.219850007305,5.9669159669,-17.78,167.224,None,钢铁行业
600508,上海能源,2023-04-28 00:00:00,1.16,3142104755.87,835440214.36,6.63,0.5061091348,7.05,18.039115481557,0.880782199143,44.5962372659,16.9577,318.6833,None,煤炭行业
600509,天富能源,2023-04-18 00:00:00,0.1108,2187938306.61,127594432.5,2.14,10.7599636282,158.11,5.060440364693,0.066209892032,20.7932348346,-19.9393,-71.2143,None,电力行业
600510,黑牡丹,2023-04-25 00:00:00,0.1,1804144182.86,106008130.53,1.07,86.3320705904,262.5,9.631623978595,-0.8633873269,17.3286087127,-72.0822,-71.5344,None,房地产开发
600511,国药股份,2023-04-26 00:00:00,0.5493,11226301799.68,414428624.82,2.87,1.5027175968,10.86,19.39464349695,-1.516783031842,7.7005838681,2.4667,-22.1624,None,医药商业
600512,腾达建设,2023-04-29 00:00:00,0.08,817344877.34,131210797.29,2.14,-41.5658252846,175.9137683704,3.883028051832,0.003580209945,12.6943260668,-44.2113,-31.5425,None,工程建设
