股票代码,股票简称,最新公告日期,每股收益(元),营业总收入(元),净利润(元),净资产收益率(%),同比增长(%),同比增长(%),每股净资产(元),每股经营现金流量(元),销售毛利率(%),季度环比增长(%),季度环比增长(%),利润分配,所处行业
002514,宝馨科技,2023-04-28 00:00:00,0.0142,209327398.01,10220805.17,0.89,21.9804029275,83.25,1.600075502712,-0.104729351699,24.8917634172,26.8731,-58.3739,None,通用设备
002515,金字火腿,2023-04-25 00:00:00,0.02,119918800.56,20855676,1.36,-12.5751233815,-5.77,1.579329200755,0.041806446878,30.1263093537,11.3753,679.8471,None,食品饮料
002516,旷达科技,2023-04-29 00:00:00,0.0225,314514365.29,33138414.12,0.89,-27.4147410137,-36.56,2.563327764431,0.028825446243,25.122881229,-32.3586,-32.2772,None,汽车零部件
002517,恺英网络,2023-04-27 00:00:00,0.14,954871461.79,289801559.02,6.26,-7.2048445859,16.72,2.223908838528,0.177004059424,83.8075757914,6.0707,160.3379,None,游戏
002518,科士达,2023-04-25 00:00:00,0.4,1402730802.83,233588039.55,6.38,150.2312579706,330.38,6.490405938346,1.058789719316,32.0304814233,-15.5573,11.3079,None,电源设备
002519,银河电子,2023-04-21 00:00:00,0.0554,315974381.52,62788967.04,2.01,17.0114033737,33.53,2.800739134901,-0.020183150507,45.8518069956,-22.4982,12.6712,None,家电行业
002520,日发精机,2023-04-28 00:00:00,-0.04,373546527.35,-33220880.64,-1.46,-30.1008840815,-263.42,2.932194705927,0.058540509543,9.6783080856,-40.1529,91.3833,None,通用设备
002521,齐峰新材,2023-04-15 00:00:00,-0.0037,796099694.54,-1832218.97,-0.05,-5.0177490654,-108.91,7.162924038156,0.228267759885,6.0081173549,20.5924,-138.5015,None,造纸印刷
002522,浙江众成,2023-04-29 00:00:00,0.03,398951717.68,23453452.8,1.08,-12.9473563878,-53.99,2.410335968001,-0.003154151464,17.6273028398,-8.7239,28.8079,None,塑料制品
002523,天桥起重,2023-04-29 00:00:00,0.003,210873110.62,4809985.61,0.21,-2.4626876653,-34.72,1.619693625229,-0.048381199525,23.7335408781,-62.3523,-14.2929,None,专用设备
002524,光正眼科,2023-04-27 00:00:00,-0.02,216369656.47,-7849394.18,-2.96,16.2251140268,78.24,0.515341074628,0.004646697373,34.7563634601,10.8549,96.27,None,医疗服务
002526,山东矿机,2023-04-28 00:00:00,0.025,522431972.79,44615398.8,1.54,-9.1108163651,14.87,1.636712882504,0.001806473752,24.3955280588,-3.8892,277.9968,None,专用设备
002527,新时达,2023-04-29 00:00:00,0.197,911038914.44,130036186.02,6.62,11.4337487412,751.69,3.054510868497,-0.288730293859,17.8235703005,31.3202,112.8293,None,专用设备
002528,英飞拓,2023-04-29 00:00:00,-0.0404,339378528.1,-48442101.53,-3.95,-7.4900370258,45.19,1.002868286011,0.15834692536,17.0343141458,-37.3062,94.3191,None,软件开发
002529,海源复材,2023-04-27 00:00:00,-0.0663,64841204.35,-17229164.23,-2.94,-29.2500809482,-1225.23,2.221153091115,-0.083998807962,0.3317308217,-44.5285,80.0069,None,专用设备
002530,金财互联,2023-04-25 00:00:00,-0.01,301149597.35,-8925726.14,-0.65,22.8479891215,77.54,1.745851981545,-0.097795934558,25.8390067444,-5.4423,96.2872,None,互联网服务
002531,天顺风能,2023-04-29 00:00:00,0.1097,1362687634.25,197397670.75,2.39,87.1650466156,506.88,4.578399177024,0.005999530021,26.2307816748,-53.7617,-19.1034,None,风电设备
002532,天山铝业,2023-04-28 00:00:00,0.11,6943733101.44,501448270.72,2.17,-24.9555509781,-54.57,5.017012251055,0.021507418806,12.4896631386,-16.1292,103.1233,None,有色金属
002533,金杯电工,2023-04-26 00:00:00,0.157,2959331924.98,114898262.24,3.12,8.4456598137,54.19,5.097718915242,-1.073715173631,11.6113070788,-17.8107,8.0454,None,电网设备
002534,西子洁能,2023-04-29 00:00:00,0.03,1551762714.41,24551531.84,0.66,16.1859873292,-38.88,4.872955440056,-0.210370080176,16.3737775415,-8.288,-75.7201,None,电源设备
002535,ST林重,2023-04-25 00:00:00,0.0324,336010658.64,25966575.43,6.12,63.2929269328,1802.04,0.545746944921,0.138254860823,26.8109771948,-17.5976,230.9438,None,专用设备
002536,飞龙股份,2023-04-28 00:00:00,0.14,945772256.79,67815767.34,2.91,16.4948926631,678.11,4.728728589476,0.178519417818,22.2960706382,12.8121,160.5329,None,汽车零部件
002537,海联金汇,2023-04-29 00:00:00,0.03,2150604185.12,32187380.4,0.73,14.877143604,-28.59,3.779165195851,-0.05047700697,8.954183975,1.8292,12430.869,None,汽车零部件
002538,司尔特,2023-04-29 00:00:00,0.11,883548175.35,91538324.57,1.7,-38.3665006898,-40.69,6.372324068896,-0.064835691174,22.6474386279,-30.2743,238.7674,None,化肥行业
002539,云图控股,2023-04-20 00:00:00,0.29,5677105030.98,353764891.9,4.6,2.8878226524,-23.96,6.675413052368,-0.072555929118,12.4472357908,2.6764,86.8473,None,化肥行业
002540,亚太科技,2023-04-25 00:00:00,0.0843,1489607891.15,104397956.04,1.88,-3.669704357,25.21,4.470973721948,0.155038863265,14.6661474384,-21.6939,-72.4293,None,有色金属
002541,鸿路钢构,2023-04-28 00:00:00,0.2912,5017703018.77,200921284.76,2.4,42.6049861086,20.19,11.841594749978,0.243959711987,9.2544518201,-7.4714,-30.4238,None,水泥建材
002542,中化岩土,2023-04-27 00:00:00,-0.02,352688276.58,-36769223.87,-1.25,-25.8592915253,-125.35,1.531136650877,-0.014242554542,12.1542667694,-61.5599,92.9641,None,工程建设
002543,万和电气,2023-04-29 00:00:00,0.17,1602519651.84,123240519.21,2.81,-27.8026551777,-22.4,5.97164748319,0.484879401466,30.0219959829,3.271,2181.3637,None,家电行业
002544,普天科技,2023-04-22 00:00:00,0.032,1222418477.63,21817508.9,0.58,4.1603531533,13.79,5.562335847716,-0.784413343667,20.8222577855,-58.2036,-76.3522,None,通信服务
002545,东方铁塔,2023-04-29 00:00:00,0.1362,787345456.13,169400214.48,1.99,-17.9741830539,-15.77,6.905130016441,0.046827615282,36.6683150696,-9.1568,53.244,None,钢铁行业
002546,新联电子,2023-04-15 00:00:00,0.1012,113250245.83,84445556.41,2.61,20.2899745554,1130.67,3.9262615777,0.020268237902,33.9918905234,-51.3159,1599.3519,None,电网设备
002547,春兴精工,2023-05-18 00:00:00,-0.0063,591894760.99,-7093074.39,-1.46,-12.9213396161,-142.44,0.427798629227,0.10229661248,19.2445377992,-21.8861,95.7688,None,消费电子
002548,金新农,2023-04-29 00:00:00,-0.12,1089319765.36,-99054507.62,-4.76,1.8418150967,34.38,2.474862010267,-0.213053684139,3.721963125,15.4854,-270.6489,None,农牧饲渔
002549,凯美特气,2023-04-28 00:00:00,-0.0143,139404388.57,-8925036.13,-0.72,-30.768057667,-115.86,1.948180187507,0.137984655249,23.4531864422,-54.6245,-117.8439,None,化学制品
002550,千红制药,2023-04-15 00:00:00,0.0672,608218905.42,85946847.7,3.45,10.1405812455,-32.98,1.981759845906,-0.021941171089,39.2489408604,-7.1023,56.2215,None,化学制药
002551,尚荣医疗,2023-04-29 00:00:00,0.008,309400196.89,7031710.72,0.25,-36.0818455542,-32.73,3.28178128684,-0.035606727467,19.3419764084,-7.8324,102.6718,None,医疗器械
002552,宝鼎科技,2023-04-25 00:00:00,-0.06,609978615.16,-28134025.82,-1.33,601.318389379,-1814.2,4.814131738311,-0.120489746185,6.9106528938,-28.4767,34.4749,None,通用设备
002553,南方精工,2023-04-25 00:00:00,-0.0779,133217727.47,-27098436.7,-2.31,-0.3610092537,-273.61,3.32839760204,0.053237222443,30.053441663,-16.1909,7.5624,None,汽车零部件
002554,惠博普,2023-04-29 00:00:00,0.0091,500646465.58,12234004.31,0.49,46.4586628646,8.78,1.856445176856,0.095720822852,25.9769266181,-3.7328,-77.5434,None,采掘行业
002555,三七互娱,2023-04-29 00:00:00,0.35,3764728286.75,774563286.72,6.16,-7.9356966359,1.92,5.85486469675,0.591228829042,78.2363804524,-20.373,11.0249,None,游戏
002556,辉隆股份,2023-04-27 00:00:00,0.16,4325235519.54,157294090.03,3.8,2.0423648702,-24.87,4.404405335614,-0.378183585995,7.2129149273,9.0399,5070.1509,None,化肥行业
002557,洽洽食品,2023-04-26 00:00:00,0.3578,1335544886.52,177934047.63,3.34,-6.7332025862,-14.35,10.655343139362,-0.395262757342,28.51724918,-46.5745,-49.0621,None,食品饮料
002558,巨人网络,2023-04-29 00:00:00,0.13,507540726.58,244773886.04,2.06,-12.5534775835,-9.67,5.946143583036,0.072787690664,86.551545674,9.1005,224.8863,None,游戏
002559,亚威股份,2023-04-29 00:00:00,0.0909,509631582.98,49980960.34,2.84,-1.400142469,20.24,3.210899269751,0.15240319941,24.1700878446,64.7956,150.6348,None,通用设备
002560,通达股份,2023-04-27 00:00:00,0.0656,1202673914.26,34653459.12,1.38,17.3117192687,188.57,4.802915387295,-0.145650187024,8.9674039714,-17.1949,-0.0459,None,电网设备
002561,徐家汇,2023-04-27 00:00:00,0.05,151508511.37,19971713.78,0.89,0.5817460117,-5.3,5.409162822858,0.208233121418,56.3353910933,14.6509,17.1569,None,商业百货
002562,兄弟科技,2023-04-29 00:00:00,0.01,675752812.85,10718516.56,0.32,-23.1419292375,-89.6,3.089264973106,-0.071531206637,14.8821839255,-11.0398,-65.5382,None,化学制品
002563,森马服饰,2023-04-28 00:00:00,0.12,3001865677.61,310983875.03,2.81,-9.2918252631,48.85,4.161782500182,0.144531199698,44.3384399731,-31.5973,-14.9269,None,纺织服装
002565,顺灏股份,2023-04-27 00:00:00,0.0078,278890988.61,8301471.27,-0.35,-21.9528367182,317.64,1.767988225871,0.044575667584,22.8725733477,-29.715,114.4794,None,包装材料
002566,益盛药业,2023-04-28 00:00:00,0.0867,250973766.69,28702562.15,1.32,11.2765273724,5.41,6.598187613989,0.242713680339,71.8621944551,21.1803,26.0923,None,中药
002567,唐人神,2023-04-28 00:00:00,-0.2463,6523067834.99,-340178286.41,-5.13,32.9291473603,-128,4.698174554458,-0.222868342081,2.1305187682,-16.8111,-437.3565,None,农牧饲渔
002568,百润股份,2023-04-28 00:00:00,0.18,760062438.72,187852562.01,4.87,41.1104498474,104.73,3.599715420638,0.058727212627,65.4542497506,-19.8494,-13.1869,None,酿酒行业
002569,ST步森,2023-04-29 00:00:00,-0.01,41883274.92,-2053093.34,-1.3,-15.6893449569,79.77,1.091414910978,-0.059838050969,34.9365984583,97.1688,-115.0434,None,纺织服装
002570,贝因美,2023-04-29 00:00:00,0.01,717274967.43,12250864.35,0.79,3.0401003884,-39.13,1.425347046867,0.021990753523,43.26603781,14.6235,105.5623,None,食品饮料
002571,德力股份,2023-04-27 00:00:00,-0.105,297037435.98,-41151767.91,-3.18,21.1645689684,-1695.09,3.246505367639,0.041166035754,11.6133043083,-4.4501,62.8991,None,家用轻工
002572,索菲亚,2023-04-28 00:00:00,0.115,1804730367.76,104335111.17,1.79,-9.6960710303,-8.86,6.451373630696,0.211046096463,33.2515651158,-45.1235,-60.0011,None,装修建材
002573,清新环境,2023-04-29 00:00:00,0.0818,2054909765.35,117350070.49,1.81,12.9978160797,1.15,4.553691152314,-0.168657705824,19.5517710045,-19.7782,51.3077,None,环保行业
002574,明牌珠宝,2023-04-29 00:00:00,0.09,1230169761.56,45762007.63,1.55,4.6396471637,28.17,5.63896993197,0.229623194413,10.8335259079,76.8877,120.2518,None,珠宝首饰
002575,群兴玩具,2023-04-28 00:00:00,0.0054,8737070.25,3366043.59,0.42,44.3546560673,94.24,1.288018549473,0.00160395502,56.0515131488,12.8841,-27.3877,None,房地产服务
002576,通达动力,2023-04-28 00:00:00,0.1542,501169765.55,25460215.67,2.25,12.2260093571,151.82,6.926508181769,0.026729118716,15.3771990765,27.0069,35.3582,None,电机
002577,雷柏科技,2023-04-26 00:00:00,0.02,100456140.95,4457950.25,0.39,-0.1244341065,-60.31,4.019774510747,0.053225732678,27.18272498,-21.1164,152.0946,None,计算机设备
002578,闽发铝业,2023-04-29 00:00:00,0.0103,559556412.64,9671343.33,0.64,35.5926506816,-39.57,1.626372287146,-0.027538438278,6.001896549,-35.6443,-9.0315,None,有色金属
002579,中京电子,2023-04-26 00:00:00,-0.1,607775861.39,-62075412.24,-2.32,-16.0350057315,-1148.92,4.287246527097,0.093670766928,8.5235243617,-17.8921,37.0419,None,电子元件
002580,圣阳股份,2023-04-25 00:00:00,0.1,586922515.63,45572538.74,2.42,39.9883433643,111.82,4.198704716297,-0.283746570654,18.4406327987,-32.0822,1.9567,None,电池
002581,未名医药,2023-04-27 00:00:00,-0.0326,75602502.59,-21505965.06,-0.91,-13.4855051623,-1272.29,3.565087014527,-0.043666445393,80.7121098371,-7.2947,72.8255,None,生物制品
002582,好想你,2023-04-28 00:00:00,0.03,414803269.13,12270704.18,0.29,11.3815245931,43.22,9.536805363459,0.263761876866,26.7096099947,-2.4423,109.0026,None,食品饮料
002583,海能达,2023-04-29 00:00:00,-0.03,856967728.06,-56325223.36,-0.91,-18.2107581664,23.36,3.371766872834,0.044021353907,49.1363882947,-55.8797,-203.0611,None,通信设备
002584,西陇科学,2023-04-29 00:00:00,0.02,1937787670.11,10032938.44,0.41,41.3732481698,-87.27,3.963189091727,-0.023528682078,5.9878244123,160.8278,181.1271,None,电子化学品
002585,双星新材,2023-04-26 00:00:00,0.002,1276951685.17,2474335.87,0.03,-26.1902260713,-99.31,8.408492185511,-0.300796064054,3.7408095142,1.9571,103.5571,None,塑料制品
002586,*ST围海,2023-04-29 00:00:00,-0.0105,211307247.73,-11991045.8,-0.32,22.7631953272,34.55,3.316265700074,-0.161785220097,-2.9778124828,-79.4038,98.2561,None,工程建设
002587,奥拓电子,2023-04-29 00:00:00,0.0049,170825904.31,3127060.05,0.23,-15.4085015356,143.32,2.121574057507,-0.133979657167,46.7504375654,-36.7714,210.9319,None,光学光电子
002588,史丹利,2023-04-20 00:00:00,0.19,3051379055.39,214341836.19,3.87,8.4909507968,43.27,4.886745431642,0.031487676146,15.7060399302,41.3867,1431.3433,None,化肥行业
002589,瑞康医药,2023-04-29 00:00:00,0.014,2073027669.16,21159565.23,0.18,-49.3580269498,-50.49,3.613339670008,0.050236018727,15.4186682761,46.5492,101.1179,None,医药商业
002590,万安科技,2023-04-27 00:00:00,0.0022,761721711.49,1063151.79,0.05,14.6941236513,143.68,4.094545611786,0.085871638589,14.7089699965,-33.8728,-94.3412,None,汽车零部件
002591,恒大高新,2023-04-26 00:00:00,-0.0073,60250298.47,-2197751.31,-0.31,-43.8578012211,19.48,2.366682589368,0.15358884461,27.2541977334,-45.0631,96.2414,None,综合行业
002592,ST八菱,2023-04-26 00:00:00,0.04,95606109.47,9601896.15,1.25,-38.2379026657,125.75,2.755318586724,-0.038501905669,22.9890205049,-34.1299,609.2528,None,汽车零部件
002593,日上集团,2023-04-28 00:00:00,0.02,862394843.29,16249486.78,0.69,5.5400940478,11.25,2.928196687067,-0.023915807439,9.1553199923,11.8611,171.2317,None,汽车零部件
002594,比亚迪,2023-04-28 00:00:00,1.42,120173608000,4130063000,3.65,79.8328100401,410.89,39.701446736457,4.969079059502,17.8633340192,-23.1493,-43.5088,None,汽车整车
002595,豪迈科技,2023-04-29 00:00:00,0.3907,1645194984.86,310706882.51,4.14,9.0400587273,33.25,9.590405505813,0.167310158025,31.0596914823,-10.1217,-6.0519,None,专用设备
002596,海南瑞泽,2023-04-28 00:00:00,-0.0227,359755333.96,-26093463.01,-1.76,-24.130982511,-737.11,1.283880079733,0.017422338011,19.2574175947,-31.9403,94.8797,None,水泥建材
002597,金禾实业,2023-04-27 00:00:00,0.44,1383603549.08,245277710.94,3.43,-27.1032122742,-44.49,12.675224878283,0.482226344018,27.2954558668,-19.657,-32.3269,None,食品饮料
002598,山东章鼓,2023-05-05 00:00:00,0.0941,515861297.86,29372638.58,2.67,21.6432252918,45.8,3.520271127019,-0.085316605321,27.0333638574,0.3747,148.6282,None,通用设备
002599,盛通股份,2023-04-29 00:00:00,-0.05,595986281.84,-24380267.5,-1.69,16.2694663754,1.75,2.657799225367,-0.021625480434,10.4042332096,9.1257,-753.4439,None,包装材料
002600,领益智造,2023-04-29 00:00:00,0.09,7214282592.17,646721065.51,3.7,2.1156127936,115.01,2.532876515677,0.362277489992,20.4900617625,-26.5038,74.7821,None,消费电子
002601,龙佰集团,2023-04-28 00:00:00,0.24,6977004052.05,579423850.87,2.74,14.7801532976,-45.55,8.97735349418,0.116184008969,23.0426409995,14.5438,135.433,"10派6.00元(含税,扣税后5.40元)",化学原料
002602,世纪华通,2023-04-29 00:00:00,0.06,3022637349.83,433422948.21,1.79,-14.1369330971,107.53,3.277496121206,0.076514758034,57.1073871382,29.5396,105.5696,None,游戏
002603,以岭药业,2023-04-26 00:00:00,0.72,3934956597.43,1202514384.13,10.43,44.5638189499,148.29,7.263444568206,0.239625093988,64.9633472382,-14.2148,26.9171,None,中药
002605,姚记科技,2023-04-29 00:00:00,0.488,1188135712.82,198316302.96,7.07,17.6411266997,116.02,7.085475488534,0.272553503508,34.1512677055,7.8874,252.255,None,游戏
002606,大连电瓷,2023-04-27 00:00:00,0.0474,170390164.77,20734320.16,1.36,-39.953222937,-64.26,3.505540991511,0.226885567559,33.0393987446,-23.8434,76.4137,None,电网设备
002607,中公教育,2023-04-28 00:00:00,0,888585683.99,24302776.67,3.07,-26.7291047186,105.24,0.130401269922,-0.080122313729,52.6386856166,-4.5488,108.6992,None,教育
002608,江苏国信,2023-04-28 00:00:00,0.0676,7183874278.63,255538354.29,0.89,-6.47,-29.07,7.659952948552,0.124790015012,2.9547662258,-10.6073,147.1605,None,电力行业
002609,捷顺科技,2023-04-26 00:00:00,-0.0233,231748239.92,-14956293.84,-0.64,55.9349646005,68.97,3.610332033186,-0.050737285359,39.2098378056,-58.333,-361.9359,None,互联网服务
002610,爱康科技,2023-04-25 00:00:00,0.0073,1243645386.64,32593520.29,1.56,25.6473757222,242,0.645368279341,-0.043101280638,13.5350666314,-47.4506,105.8054,None,光伏设备
002611,东方精工,2023-04-22 00:00:00,0.07,907101141.8,84973342.92,2.08,42.6244900867,128.98,3.301319034699,0.084151014474,27.9623519663,-37.9476,-69.0849,None,专用设备
002612,朗姿股份,2023-04-29 00:00:00,0.1402,1139399566.72,62049136.05,2.14,21.3125641307,6985.13,6.615612529298,0.501367405231,56.3906508328,-6.1524,4383.3166,None,纺织服装
002613,北玻股份,2023-04-27 00:00:00,0.0314,371547959.67,29419146.94,1.79,-2.7793598469,105.15,1.767898597725,0.0228751321,26.6187566251,5.3197,340.8377,None,玻璃玻纤
002614,奥佳华,2023-04-27 00:00:00,0.03,1182959019.74,19158027.94,0.41,-25.2995353294,-30.81,7.397296224676,0.128122695932,39.8657474148,-10.926,-42.9318,None,家电行业
002615,哈尔斯,2023-04-25 00:00:00,0.0077,362454982.3,3570843.9,0.18,-35.8988702805,-88.41,3.007817756371,-0.215096493431,26.8333268239,-31.5739,-86.1234,None,家用轻工
002616,长青集团,2023-04-29 00:00:00,0.0217,946724356.99,16100489.96,0.64,14.1718774465,267.6,3.206751070455,0.21710313601,17.3312478905,-8.0674,-82.52,None,电力行业
002617,露笑科技,2023-04-29 00:00:00,0.02,579209800.19,45039501.79,0.76,-28.4552296046,243.43,3.096539068565,0.033450961461,22.8021846534,-22.839,122.9098,None,光伏设备
002620,瑞和股份,2023-04-28 00:00:00,0,336471406.8,1112082.06,0.18,-33.3513308735,-88.51,1.647153342808,-0.091933465592,13.5447508374,-30.0103,-97.6641,None,装修装饰
002621,美吉姆,2023-04-29 00:00:00,-0.02,29536302.04,-12558611.16,-2.67,-33.9019718207,-7.55,0.557944941728,-0.024097208639,52.5419712968,11.3387,96.5124,None,教育
002622,皓宸医疗,2023-04-29 00:00:00,-0.0008,129643591.18,-707071.25,-0.12,57.1710487915,97.21,0.680667911321,0.004044616512,45.7598833849,44.5039,99.7094,None,电网设备
002623,亚玛顿,2023-04-28 00:00:00,0.08,808837183.25,15641778.52,0.48,14.6233264898,41.68,16.288724165928,-0.663073798581,6.8790292907,-8.4276,-35.9447,None,光伏设备
002624,完美世界,2023-04-25 00:00:00,0.13,1903728618.64,241302884.95,2.6,-10.552438002,-71.28,4.829109314922,-0.079647645055,65.164750785,-2.8195,472.5806,None,游戏
002625,光启技术,2023-04-28 00:00:00,0.05,311615799.59,100708222.41,1.22,154.5883993222,135.81,3.869728554792,-0.007533316536,37.897324932,-6.4238,27.4849,None,专用设备
002626,金达威,2023-04-29 00:00:00,0.14,790491584.29,86951244.72,2.36,6.61462835,-27.74,6.085401970123,0.385969892918,37.0935058358,12.2333,194.6354,None,食品饮料
002627,三峡旅游,2023-04-25 00:00:00,0.0274,467427243.61,20242173.45,0.67,-9.3023787424,42.15,4.166829978867,0.077276317417,8.071533948,41.9823,995.36,None,铁路公路
002628,成都路桥,2023-04-29 00:00:00,0.01,189679264.06,4157245.65,0.14,-8.2811171746,-76.51,3.968190539098,0.023965528443,1.9184279094,-57.013,-91.0252,None,工程建设
002629,仁智股份,2023-04-28 00:00:00,-0.03,32638539.72,-12503229.36,-38.19,35.8843871354,-136.31,0.073101139705,-0.051301578938,4.7528671114,-20.7827,-127.8563,None,采掘行业
002630,华西能源,2023-04-29 00:00:00,-0.1114,157985434.29,-131573927.62,-13.33,-32.9233947758,14.95,0.642689063067,0.057107169233,2.2329768158,-58.3938,56.4285,None,电源设备
002631,德尔未来,2023-04-29 00:00:00,-0.03,261484459.6,-17357126.16,-0.97,-11.0234179783,34.72,2.555648773693,-0.025085606973,18.2065081201,-59.4855,49.9306,None,装修建材
002632,道明光学,2023-04-25 00:00:00,0.0575,296007117.81,35912263.78,1.52,2.6288942097,30.97,3.809873736175,0.018795875671,31.72041998,-16.729,-81.9873,None,塑料制品
002633,申科股份,2023-04-29 00:00:00,-0.0384,61363170.42,-5766148.6,-1.35,9.8719020117,-632.04,2.836783192867,-0.0049668766,16.6808805998,-2.9345,73.1045,None,通用设备
002634,棒杰股份,2023-04-26 00:00:00,0.01,100823094.74,3814507.08,0.41,-36.4796655714,-68.48,2.008114820654,0.03240704413,28.1900098418,-9.3412,-66.5711,None,纺织服装
002635,安洁科技,2023-04-28 00:00:00,0.1,880114933.23,68206561.69,1.16,-16.5412447426,-19.68,8.597030016148,0.176696427602,24.0336802131,-20.9532,888.1165,None,消费电子
002636,金安国纪,2023-04-29 00:00:00,0.024,851557442.06,17639457.18,0.5,-13.4972098447,10.08,4.857762141827,-0.084919279808,11.9796366001,-16.3349,-63.8599,None,电子元件
002637,赞宇科技,2023-04-28 00:00:00,0.05,2763626225.07,22620537.1,0.63,-4.6798862906,-86.29,7.743173274653,-0.358611698381,5.4702366191,54.4408,115.5721,None,化学制品
002638,勤上股份,2023-04-28 00:00:00,0.0897,88929676.19,129766897.73,4.6,-66.5614450012,443.65,1.890102427667,0.010135301116,8.8394193781,-1.5293,494.5465,None,光学光电子
002639,雪人股份,2023-04-28 00:00:00,0.0071,388888341.54,5454562.82,0.22,7.7407284593,125.2,3.21186898703,-0.108731897038,21.6514803083,-30.5778,102.5385,None,通用设备
002640,跨境通,2023-04-28 00:00:00,0.0008,1586595189.46,1229150.34,0.08,8.2392705093,112.1,0.943793735003,-0.219402925935,10.768746063,-25.9776,-83.6612,None,贸易行业
002641,公元股份,2023-04-22 00:00:00,0.06,1595124398.6,76839945.64,1.52,-6.675579346,138.52,4.151827954327,0.699409209461,19.8684494707,-24.6607,382.4302,None,装修建材
002642,荣联科技,2023-04-28 00:00:00,0.0033,442674578.66,2158075.64,0.14,-30.4158130488,-31.81,2.276080929358,-0.282393974489,14.9030899131,-67.1926,255.1862,None,互联网服务
002643,万润股份,2023-04-20 00:00:00,0.19,1032782095.17,176556654.88,2.77,-24.6634108985,-24.15,6.949435772195,0.247424091927,40.6346326357,-16.4829,127.8573,None,电子化学品
002644,佛慈制药,2023-04-26 00:00:00,0.0538,307394758.83,27454528.98,1.59,29.7687528833,27.72,3.412944975492,-0.012046603454,26.6582374995,-4.1674,-48.2648,None,中药
002645,华宏科技,2023-04-28 00:00:00,-0.1028,1764103722.33,-59088586.31,-1.49,-24.9506789907,-123.25,6.547934715773,0.349533199225,8.021965127,-8.5352,-1355.2474,None,环保行业
002646,天佑德酒,2023-04-28 00:00:00,0.1633,396286561.2,77148436.56,2.76,-6.2289569863,-29.46,6.000095638174,0.125202955659,63.6052385039,109.0278,414.1722,None,酿酒行业
002647,仁东控股,2023-04-29 00:00:00,-0.0562,463975207.73,-31495295.47,-18.34,14.0670807192,-52.76,0.278609137909,0.108752825628,14.5191804837,21.0516,40.6241,None,多元金融
002648,卫星化学,2023-04-29 00:00:00,0.21,9415151630.21,707155290.76,3.29,15.6994975022,-53.83,6.486938859685,0.289325563381,16.2680419193,1.5203,1445.6487,None,化学原料
002649,博彦科技,2023-04-20 00:00:00,0.1134,1586366780.9,65800882.26,1.69,6.9532341921,25.44,6.65095313489,-0.149786320616,22.6445334645,-7.3735,113.1807,None,互联网服务
002650,加加食品,2023-04-29 00:00:00,0.011,434856845.02,12882320.84,0.56,-15.6109070984,1239.54,2.028904523333,-0.047764996143,23.5167932645,5.1754,119.3358,None,食品饮料
002651,利君股份,2023-04-27 00:00:00,0.08,260042397.81,80172064.3,3.04,3.3950923971,13.53,2.591844632777,0.077753224905,45.886506337,-40.1466,-4.1379,None,专用设备
002652,扬子新材,2023-04-26 00:00:00,-0.0119,103920240.2,-6110167.07,-2.72,-10.0673089683,10.21,0.432185095867,0.006353359502,5.310849676,-11.421,52.2452,None,装修建材
002653,海思科,2023-04-25 00:00:00,0.03,623643966.44,28749239.94,0.8,10.9666696094,9.72,3.515539758891,0.05570691732,72.8082968544,-32.1036,-83.4728,None,化学制药
002654,万润科技,2023-04-27 00:00:00,-0.0138,935277173.13,-11806826.19,-0.8,22.056629842,-91.29,1.732336654021,-0.006172763603,7.2656094046,-37.0837,89.6312,None,文化传媒
002655,共达电声,2023-04-26 00:00:00,0.03,274714719.82,10695858.44,1.63,16.7330271157,-44.7,1.611363259232,0.092000421965,21.8515621512,-0.0689,425.3572,None,消费电子
002657,中科金财,2023-04-19 00:00:00,-0.04,265017608.66,-14001881.36,-0.71,73.4912859326,27.15,5.862149266789,-0.219476543472,14.1382162753,-46.6769,91.0628,None,互联网服务
002658,雪迪龙,2023-04-29 00:00:00,0.04,297976335.51,28243820.5,1.06,-5.2374315506,-63.84,4.158897920312,0.013519775766,44.3520660269,-36.8579,-47.1769,None,仪器仪表
002659,凯文教育,2023-04-28 00:00:00,-0.02,68233241.46,-10613651.83,-0.47,550.9218581296,72.2,3.743773580031,-0.023251723794,20.4900528992,22.0327,70.6354,None,教育
002660,茂硕电源,2023-04-26 00:00:00,0.0519,329712548.97,18525747.8,1.49,-2.4145072943,92.22,3.51376426236,0.045669799881,25.2713098304,-17.9247,1.2605,None,消费电子
002661,克明食品,2023-04-26 00:00:00,0.108,1459957113.56,34766206.63,1.1,15.3733335668,385.86,7.950746039271,0.48308029054,13.1916348358,1.3921,27.9462,None,食品饮料
002662,京威股份,2023-04-27 00:00:00,0.04,770917900.5,60339011.38,1.62,-17.506543033,-39.76,2.510360737713,0.105919628273,29.5257268501,-21.6752,-48.4421,None,汽车零部件
002663,普邦股份,2023-04-29 00:00:00,-0.008,369711132.19,-14821890,-0.49,-5.4179874712,62.98,1.664888782593,-0.093146929515,7.3769290685,-61.5149,91.6884,None,工程建设
002664,信质集团,2023-04-18 00:00:00,0.0982,987223635.67,39658340.18,1.26,19.1723854705,24.44,7.819659258171,-0.131165701347,12.3330638237,1.0149,-47.4496,None,汽车零部件
002665,首航高科,2023-04-29 00:00:00,-0.0425,227422738.53,-105129652.59,-2.04,33.5753460061,-95.07,2.040232325687,-0.035609195601,1.4048601255,77.5244,21.1653,None,电源设备
